fact_id,order_date,fiscal_year,fiscal_quarter,fiscal_month,week_of_year,so_number,order_id,line_id,customer_code,customer_name,province_id,province_name,region,product_code,product_name,color,line_id_fk,line_name,group_code,group_name,quantity,unit_price,line_total,customer_code_final,customer_name_final,customer_mapping_status,province_name_final,region_final,geo_mapping_status,line_name_final,group_code_final,group_name_final,product_classification_status,product_classification_confidence,product_classification_rule
501124,2026-03-01,2026,1,3,9,BH26.0939,68138,515535,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1555000.00,1555000.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe New 24,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501125,2026-03-01,2026,1,3,9,BH26.0939,68138,515536,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.00,1616111.00,1616111.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe New 26,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501126,2026-03-01,2026,1,3,9,BH26.0939,68138,515537,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,Hồng,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1799444.00,1799444.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9500,NAME_PATTERN_MATCH
501127,2026-03-01,2026,1,3,9,BH26.0939,68138,515538,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,Pastel Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1799444.00,3598888.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9500,NAME_PATTERN_MATCH
501128,2026-03-01,2026,1,3,9,BH26.0939,68138,515539,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,3.00,1799444.00,5398332.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501129,2026-03-01,2026,1,3,9,BH26.0939,68138,515540,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1591666.00,1591666.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501130,2026-03-01,2026,1,3,9,BH26.0939,68138,515541,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3.00,1591666.00,4774998.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501131,2026-03-01,2026,1,3,9,BH26.0939,68138,515542,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1591666.00,1591666.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501132,2026-03-01,2026,1,3,9,BH26.0939,68138,515543,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2.00,1530555.00,3061110.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501133,2026-03-01,2026,1,3,9,BH26.0939,68138,515544,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,52,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1.00,1326851.00,1326851.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501134,2026-03-01,2026,1,3,9,BH26.0939,68138,515545,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000337002001000,Xe đạp Thống Nhất SK 24 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1622222.00,1622222.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501135,2026-03-01,2026,1,3,9,BH26.0939,68138,515546,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
501136,2026-03-01,2026,1,3,9,BH26.0939,68138,515547,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1799444.00,1799444.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9500,EXACT_MODEL_MATCH
501137,2026-03-01,2026,1,3,9,BH26.0939,68138,515548,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,943888.00,943888.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501138,2026-03-01,2026,1,3,9,BH26.0939,68138,515549,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,943888.00,2831664.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501139,2026-03-01,2026,1,3,9,BH26.0939,68138,515550,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,Ghi,51,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,2.00,1262037.00,2524074.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501140,2026-03-01,2026,1,3,9,BH26.0939,68138,515551,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,52,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,5.00,1326851.00,6634255.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501141,2026-03-01,2026,1,3,9,BH26.0939,68138,515552,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000105002004000,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1132407.00,2264814.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
501142,2026-03-01,2026,1,3,9,BH26.0939,68138,515553,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000105002013000,Xe đạp Thống Nhất Batwheels 12 Xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1132407.00,2264814.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
501143,2026-03-01,2026,1,3,9,BH26.0939,68138,515554,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000106002001000,Xe đạp Thống Nhất Batwheels 16 Đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1262037.00,2524074.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
501144,2026-03-01,2026,1,3,9,BH26.0939,68138,515555,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000106002013000,Xe đạp Thống Nhất Batwheels 16 Xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1262037.00,2524074.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
501145,2026-03-01,2026,1,3,9,BH26.0939,68138,515556,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1111111.00,2222222.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
501146,2026-03-01,2026,1,3,9,BH26.0939,68138,515557,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,Đỏ tươi,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1111111.00,1111111.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
501147,2026-03-01,2026,1,3,9,BH26.0939,68138,515558,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000336002001000,Xe đạp Thống Nhất SK 20 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.00,1377777.00,2755554.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501148,2026-03-01,2026,1,3,9,BH26.0939,68138,515559,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52,Thanh Hóa,Miền Trung,000336002022000,Xe đạp Thống Nhất SK 20 xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1377777.00,1377777.00,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501149,2026-03-01,2026,1,3,9,BH26.0940,68139,515560,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1591666.00,1591666.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501150,2026-03-01,2026,1,3,9,BH26.0940,68139,515561,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.00,1530555.00,1530555.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501151,2026-03-01,2026,1,3,9,BH26.0940,68139,515562,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.00,1530555.00,1530555.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
501152,2026-03-01,2026,1,3,9,BH26.0940,68139,515563,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1799444.00,1799444.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9500,EXACT_MODEL_MATCH
501153,2026-03-01,2026,1,3,9,BH26.0940,68139,515564,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000337002008000,Xe đạp Thống Nhất SK 24 ghi,Ghi,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1622222.00,1622222.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501154,2026-03-01,2026,1,3,9,BH26.0940,68139,515565,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000337002001000,Xe đạp Thống Nhất SK 24 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1622222.00,1622222.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501155,2026-03-01,2026,1,3,9,BH26.0940,68139,515566,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000132002022001,Xe đạp Thống Nhất GN 2.0 20 xanh - Superman,Xanh,23,Xe GN 06 2.0 20 DC (IP - Bản quyền),KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1310555.00,1310555.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06 2.0 20 DC (IP - Bản quyền),KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
501156,2026-03-01,2026,1,3,9,BH26.0940,68139,515567,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000336002001000,Xe đạp Thống Nhất SK 20 đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1377777.00,1377777.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501157,2026-03-01,2026,1,3,9,BH26.0940,68139,515568,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000336002022000,Xe đạp Thống Nhất SK 20 xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1377777.00,1377777.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9000,MODEL_GROUP_RULE
501158,2026-03-01,2026,1,3,9,BH26.0940,68139,515569,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501159,2026-03-01,2026,1,3,9,BH26.0940,68139,515570,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501160,2026-03-01,2026,1,3,9,BH26.0940,68139,515571,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501161,2026-03-01,2026,1,3,9,BH26.0940,68139,515572,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,42,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,882777.00,882777.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
501162,2026-03-01,2026,1,3,9,BH26.0940,68139,515573,KH-00450,HỘ KINH DOANH QUANG VINH,51,Thanh Hoá,Miền Trung,000102002023000,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.00,1132407.00,1132407.00,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
