so_number,line_no,product_code,raw_product_code,product_name,quantity,unit_price,line_total,product_mapping_confidence,product_mapping_method,product_review_required,product_metadata_review_required
BH26.0939,10,000230002013000,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,2,1799444,3598888,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,11,000230002023000,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,3,1799444,5398332,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,12,000217003001000,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,1,1591666,1591666,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,13,000217003008000,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,3,1591666,4774998,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,14,000217003005000,000217003005000,Xe nnp Thnng Nhnt GN 06-26 2.0 Cam,1,1591666,1591666,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,15,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,2,1530555,3061110,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,16,1040010000080000,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,1,1326851,1326851,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,17,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,18,000125002009000,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,2,1310555,2621110,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,19,000331002001000,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,20,1000270020150000,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,21,1000270020220000,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,3,943888,2831664,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,22,1030010000080000,1030010000080000,Xe nnp Thnng Nhnt TE Batman12 Ghi,2,1262037,2524074,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,23,1040010000080000,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,5,1326851,6634255,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,24,000105002004000,000105002004000,Xe nnp Thnng Nhnt Batwheels 12 nn,2,1132407,2264814,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,25,000105002013000,000105002013000,Xe nnp Thnng Nhnt Batwheels 12 Xanh,2,1132407,2264814,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,26,000106002001000,000106002001000,Xe nnp Thnng Nhnt Batwheels 16 nen,2,1262037,2524074,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,27,000106002013000,000106002013000,Xe nnp Thnng Nhnt Batwheels 16 Xanh,2,1262037,2524074,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,28,000124002009000,000124002009000,Xe nnp Thnng Nhnt Neo 2004 Hnng,2,1111111,2222222,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,29,000124002004000,000124002004000,Xe nnp Thnng Nhnt Neo 2004 nn tnni,1,1111111,1111111,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,30,000336002001000,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,2,1377777,2755554,100,PRODUCT_CODE_EXACT,False,False
BH26.0939,31,000336002022000,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,1,000217003008000,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,1,1591666,1591666,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,2,000216003008000,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,1,1530555,1530555,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,3,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,1,1530555,1530555,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,4,000331002001000,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,5,000337002008000,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,6,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,7,000132002022001,000132002022001,Xe nnp Thnng Nhnt GN 2.0 20 xanh - Superma,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,8,000336002001000,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,9,000336002022000,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,10,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,11,1000270020150000,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,12,1000270020220000,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,13,1000210020090000,1000210020090000,Xe nnp Thnng Nhnt TE Love 12 Hnng,1,882777,882777,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,14,000102002023000,000102002023000,Xe nnp Thnng Nhnt We Bare Bears 12 Kem,1,1132407,1132407,100,PRODUCT_CODE_EXACT,False,False
BH26.0940,15,000102002009000,000102002009000,Xe nnp Thnng Nhnt We Bare Bears 12 Hnng,1,1132407,1132407,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,1,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,2,1000240020220000,1000240020220000,Xe nnp Thnng Nhnt TE Bunny 16 Xanh dnnng,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,3,000230002023000,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,4,1799444,7197776,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,4,000230002013000,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,3,1799444,5398332,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,5,000230002009000,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,3,1799444,5398332,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,6,1000240020220000,1000240020220000,Xe nnp Thnng Nhnt TE Bunny 16 Xanh dnnng,3,943888,2831664,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,7,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,8,000231002023000,000231002023000,Xe nnp Thnng Nhnt LD 26 We Bare Bears Kem,1,2172222,2172222,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,9,000336002022000,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,10,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,11,000225002023000,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0941,12,000224002023000,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,2,1555000,3110000,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,1,000230002009000,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,5,1799444,8997220,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,2,000230002023000,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,7,1799444,12596108,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,3,000336002004000,000336002004000,Xe nnp Thnng Nhnt SK 20 nn,7,1377777,9644439,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,4,000219002022000,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,4,1744444,6977776,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,5,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,8,1616111,12928888,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,6,000225002023000,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,7,000232003008000,000232003008000,Xe nnp Thnng Nhnt MS 27.5 Ghi,7,2233333,15633331,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,8,000331002022000,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,7,1799444,12596108,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,9,1000270020150000,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,10,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,5,1530555,7652775,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,11,000216003008000,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,2,1530555,3061110,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,12,000217003001000,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,3,1591666,4774998,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,13,000333002001002,000333002001002,Xe nnp Thnng Nhnt Super 26 S nen,3,2294444,6883332,100,PRODUCT_CODE_EXACT,False,False
BH26.0942,14,000333002008000,000333002008000,Xe nnp Thnng Nhnt Super 26 S ghi,2,2294444,4588888,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,1,000230002002000,000230002002000,Xe nnp Thnng Nhnt LD 26 Trnng,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,2,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,3,000337002008000,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,3,1622222,4866666,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,4,000106002001000,000106002001000,Xe nnp Thnng Nhnt Batwheels 16 nen,1,1262037,1262037,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,5,000106002013000,000106002013000,Xe nnp Thnng Nhnt Batwheels 16 Xanh,1,1262037,1262037,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,6,000336002022000,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,3,1377777,4133331,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,7,000224002002000,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,2,1555000,3110000,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,8,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,2,1530555,3061110,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,9,000219002012000,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,1,1744444,1744444,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,10,000219002023000,000219002023000,Xe nnp Thnng Nhnt GN 2.0 700C Kem,1,1744444,1744444,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,11,000125002009000,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,12,000226003002000,000226003002000,Xe nnp Thnng Nhnt LD 24-01_2023 Trnng,1,1683333,1683333,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,13,000230002013000,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,14,1060010000200000,1060010000200000,Xe nnp Thnng Nhnt TE Super Man 16 Xanh,2,1326851,2653702,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,15,1040010000080000,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,1,1326851,1326851,100,PRODUCT_CODE_EXACT,False,False
BH26.0943,16,000125002002000,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,1,000224002026000,000224002026000,Xe nnp Thnng Nhnt New 24 Xanh mint,3,1555000,4665000,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,2,000224002002000,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,3,1555000,4665000,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,3,000217003005000,000217003005000,Xe nnp Thnng Nhnt GN 06-26 2.0 Cam,2,1591666,3183332,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,4,000225002025000,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,4,1616111,6464444,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,5,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,4,1616111,6464444,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,6,000331002001000,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,7,000331002008000,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,8,000225002024000,000225002024000,Xe nnp Thnng Nhnt New 26 Tím,3,1616111,4848333,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,9,000125002002000,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,3,1310555,3931665,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,10,000125002013000,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,11,000217002007000,000217002007000,Xe nnp Thnng Nhnt GN 06-26 Coban,2,1469444,2938888,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,12,000230002009000,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,2,1799444,3598888,100,PRODUCT_CODE_EXACT,False,False
BH26.0944,13,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,1,000331002004000,000331002004000,Xe nnp Thnng Nhnt MTB 26-02 nn tnni,2,1799444,3598888,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,2,000224002023000,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,2,1555000,3110000,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,3,000125002009000,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,2,1310555,2621110,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,4,000125002002000,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,2,1310555,2621110,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,5,000125002013000,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,6,000125002023000,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,2,1310555,2621110,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,7,000124002009000,000124002009000,Xe nnp Thnng Nhnt Neo 2004 Hnng,2,1111111,2222222,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,8,000124002024000,000124002024000,Xe nnp Thnng Nhnt Neo 2004 Tím,2,1111111,2222222,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,9,000336002022000,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,10,000336002001000,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,11,000336002004000,000336002004000,Xe nnp Thnng Nhnt SK 20 nn,1,1377777,1377777,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,12,000230002009000,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,2,1799444,3598888,100,PRODUCT_CODE_EXACT,False,False
BH26.0945,13,000337002008000,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,1,000125002013000,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,2,000125002009000,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,1,1310555,1310555,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,3,000131002004005,000131002004005,Xe nnp Thnng Nhnt GN 06 20 2024 nn,1,1169907,1169907,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,4,000217002003000,000217002003000,Xe nnp Thnng Nhnt GN 06-26 nn nun,1,1469444,1469444,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,5,000217002007000,000217002007000,Xe nnp Thnng Nhnt GN 06-26 Coban,1,1469444,1469444,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,6,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,7,000225002002000,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,8,000224002015000,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,2,1555000,3110000,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,9,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,10,000337002008000,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,11,000337002022000,000337002022000,Xe nnp Thnng Nhnt SK 24 xanh,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,12,000230002023000,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,13,000217002003000,000217002003000,Xe nnp Thnng Nhnt GN 06-26 nn nun,1,1469444,1469444,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,14,000209002025000,000209002025000,Xe nnp Thnng Nhnt 219-26 Xanh Tím,2,1469444,2938888,100,PRODUCT_CODE_EXACT,False,False
BH26.0946,15,000225002025000,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,1,000225002002000,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,2,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,3,1000270020220000,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,2,943888,1887776,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,4,000331002001000,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,5,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,6,000337002008000,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,1,1622222,1622222,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,7,000131002004005,000131002004005,Xe nnp Thnng Nhnt GN 06 20 2024 nn,1,1169907,1169907,100,PRODUCT_CODE_EXACT,False,False
BH26.0947,8,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,2,1530555,3061110,100,PRODUCT_CODE_EXACT,False,False
BH26.0948,1,000207004000000,000207004000000,Xe nnp Thnng Nhnt 219-05-26,2,1530555,3061110,100,PRODUCT_CODE_EXACT,False,False
BH26.0948,2,000209002007000,000209002007000,Xe nnp Thnng Nhnt 219-26 Coban,1,1469444,1469444,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,1,000225002023000,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,2,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,3,1616111,4848333,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,3,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,3,1530555,4591665,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,4,000217003008000,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,2,1591666,3183332,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,5,000209002025000,000209002025000,Xe nnp Thnng Nhnt 219-26 Xanh Tím,5,1469444,7347220,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,6,000209002003000,000209002003000,Xe nnp Thnng Nhnt 219-26 nn nun,3,1469444,4408332,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,7,000125002009000,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,5,1310555,6552775,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,8,000331002001000,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0949,9,1000320050200000,1000320050200000,Xe nnp Thnng Nhnt Road RPD 700C V5 Xanh,1,2960555,2960555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,1,000225002002000,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,2,000225002023000,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,2,1616111,3232222,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,3,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,4,000225002025000,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,5,000225002009000,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,1,1616111,1616111,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,6,000225002023000,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,7,000225002025000,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,8,000225002002000,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,9,000225002015000,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,10,000225002004000,000225002004000,Xe nnp Thnng Nhnt New 26 nn tnni,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0950,11,000225002009000,000225002009000,Xe nnp Thnng Nhnt New 26 Hnng,5,1616111,8080555,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,1,000230002014000,000230002014000,Xe nnp Thnng Nhnt LD 26 Xanh Santorini,1,1799444,1799444,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,2,000122002009001,000122002009001,Xe nnp Thnng Nhnt Bubbles 20 Hnng dn quan,3,1310555,3931665,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,3,1000240020090000,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,4,000131002008001,000131002008001,Xe nnp Thnng Nhnt GN 06 20 2024 Ghi,1,1169907,1169907,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,5,000230002023000,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,4,1799444,7197776,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,6,000337002001000,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,2,1622222,3244444,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,7,000337002022000,000337002022000,Xe nnp Thnng Nhnt SK 24 xanh,2,1622222,3244444,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,8,1000270020220000,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0951,9,1000270020150000,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,1,943888,943888,100,PRODUCT_CODE_EXACT,False,False
BH26.0952,1,000216003001000,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,5,1530555,7652775,100,PRODUCT_CODE_EXACT,False,False
