line_id,order_id,so_number,product_code,quantity,unit_price,line_total,created_at
506917,67012,BH26.0945,000336002004000,1.0,1377777.0,1377777.0,2026-05-13 16:07:08.623010+00:00
506918,67012,BH26.0945,000230002009000,2.0,1799444.0,3598888.0,2026-05-13 16:07:08.623010+00:00
506919,67012,BH26.0945,000337002008000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506920,67013,BH26.0946,000125002013000,1.0,1310555.0,1310555.0,2026-05-13 16:07:08.623010+00:00
506921,67013,BH26.0946,000125002009000,1.0,1310555.0,1310555.0,2026-05-13 16:07:08.623010+00:00
506922,67013,BH26.0946,000131002004005,1.0,1169907.0,1169907.0,2026-05-13 16:07:08.623010+00:00
506923,67013,BH26.0946,000217002003000,1.0,1469444.0,1469444.0,2026-05-13 16:07:08.623010+00:00
506924,67013,BH26.0946,000217002007000,1.0,1469444.0,1469444.0,2026-05-13 16:07:08.623010+00:00
506925,67013,BH26.0946,000225002015000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506926,67013,BH26.0946,000225002002000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
506927,67013,BH26.0946,000224002015000,2.0,1555000.0,3110000.0,2026-05-13 16:07:08.623010+00:00
506928,67013,BH26.0946,000337002001000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506929,67013,BH26.0946,000337002008000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506930,67013,BH26.0946,000337002022000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506931,67013,BH26.0946,000230002023000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
506932,67013,BH26.0946,000217002003000,1.0,1469444.0,1469444.0,2026-05-13 16:07:08.623010+00:00
506933,67013,BH26.0946,000209002025000,2.0,1469444.0,2938888.0,2026-05-13 16:07:08.623010+00:00
506934,67013,BH26.0946,000225002025000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506935,67014,BH26.0947,000225002002000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506936,67014,BH26.0947,1000240020090000,2.0,943888.0,1887776.0,2026-05-13 16:07:08.623010+00:00
506937,67014,BH26.0947,1000270020220000,2.0,943888.0,1887776.0,2026-05-13 16:07:08.623010+00:00
506938,67014,BH26.0947,000331002001000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
506939,67014,BH26.0947,000337002001000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506940,67014,BH26.0947,000337002008000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506941,67014,BH26.0947,000131002004005,1.0,1169907.0,1169907.0,2026-05-13 16:07:08.623010+00:00
506942,67014,BH26.0947,000216003001000,2.0,1530555.0,3061110.0,2026-05-13 16:07:08.623010+00:00
506943,67015,BH26.0948,000207004000000,2.0,1530555.0,3061110.0,2026-05-13 16:07:08.623010+00:00
506944,67015,BH26.0948,000209002007000,1.0,1469444.0,1469444.0,2026-05-13 16:07:08.623010+00:00
506945,67016,BH26.0949,000225002023000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506946,67016,BH26.0949,000225002015000,3.0,1616111.0,4848333.0,2026-05-13 16:07:08.623010+00:00
506947,67016,BH26.0949,000216003001000,3.0,1530555.0,4591665.0,2026-05-13 16:07:08.623010+00:00
506948,67016,BH26.0949,000217003008000,2.0,1591666.0,3183332.0,2026-05-13 16:07:08.623010+00:00
506949,67016,BH26.0949,000209002025000,5.0,1469444.0,7347220.0,2026-05-13 16:07:08.623010+00:00
506950,67016,BH26.0949,000209002003000,3.0,1469444.0,4408332.0,2026-05-13 16:07:08.623010+00:00
506951,67016,BH26.0949,000125002009000,5.0,1310555.0,6552775.0,2026-05-13 16:07:08.623010+00:00
506952,67016,BH26.0949,000331002001000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
506953,67016,BH26.0949,1000320050200000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
506954,67017,BH26.0950,000225002002000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
506955,67017,BH26.0950,000225002023000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506956,67017,BH26.0950,000225002015000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
506957,67017,BH26.0950,000225002025000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
506958,67017,BH26.0950,000225002009000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
506959,67017,BH26.0950,000225002023000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506960,67017,BH26.0950,000225002025000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506961,67017,BH26.0950,000225002002000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506962,67017,BH26.0950,000225002015000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506963,67017,BH26.0950,000225002004000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506964,67017,BH26.0950,000225002009000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506965,67018,BH26.0951,000230002014000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
506966,67018,BH26.0951,000122002009001,3.0,1310555.0,3931665.0,2026-05-13 16:07:08.623010+00:00
506967,67018,BH26.0951,1000240020090000,1.0,943888.0,943888.0,2026-05-13 16:07:08.623010+00:00
506968,67018,BH26.0951,000131002008001,1.0,1169907.0,1169907.0,2026-05-13 16:07:08.623010+00:00
506969,67018,BH26.0951,000230002023000,4.0,1799444.0,7197776.0,2026-05-13 16:07:08.623010+00:00
506970,67018,BH26.0951,000337002001000,2.0,1622222.0,3244444.0,2026-05-13 16:07:08.623010+00:00
506971,67018,BH26.0951,000337002022000,2.0,1622222.0,3244444.0,2026-05-13 16:07:08.623010+00:00
506972,67018,BH26.0951,1000270020220000,1.0,943888.0,943888.0,2026-05-13 16:07:08.623010+00:00
506973,67018,BH26.0951,1000270020150000,1.0,943888.0,943888.0,2026-05-13 16:07:08.623010+00:00
506974,67019,BH26.0952,000216003001000,5.0,1530555.0,7652775.0,2026-05-13 16:07:08.623010+00:00
506975,67019,BH26.0952,000225002025000,3.0,1616111.0,4848333.0,2026-05-13 16:07:08.623010+00:00
506976,67019,BH26.0952,000225002002000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506977,67019,BH26.0952,1000400050010000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
506978,67019,BH26.0952,1000400050080010,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
506979,67019,BH26.0952,1000400050200000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
506980,67019,BH26.0952,000219002012000,2.0,1744444.0,3488888.0,2026-05-13 16:07:08.623010+00:00
506981,67019,BH26.0952,000219002022000,2.0,1744444.0,3488888.0,2026-05-13 16:07:08.623010+00:00
506982,67019,BH26.0952,000225002015000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506983,67019,BH26.0952,000224002015000,2.0,1555000.0,3110000.0,2026-05-13 16:07:08.623010+00:00
506984,67019,BH26.0952,000224002026000,2.0,1555000.0,3110000.0,2026-05-13 16:07:08.623010+00:00
506985,67019,BH26.0952,000225002025000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506986,67019,BH26.0952,000217003008000,2.0,1591666.0,3183332.0,2026-05-13 16:07:08.623010+00:00
506987,67019,BH26.0952,000217002007000,2.0,1469444.0,2938888.0,2026-05-13 16:07:08.623010+00:00
506988,67019,BH26.0952,000337002001000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506989,67019,BH26.0952,000337002008000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
506990,67019,BH26.0952,000125002023000,3.0,1310555.0,3931665.0,2026-05-13 16:07:08.623010+00:00
506991,67019,BH26.0952,000230002013000,2.0,1799444.0,3598888.0,2026-05-13 16:07:08.623010+00:00
506992,67020,BH26.0953,000231002002000,5.0,2172222.0,10861110.0,2026-05-13 16:07:08.623010+00:00
506993,67020,BH26.0953,000225002002000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
506994,67020,BH26.0953,000225002009000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
506995,67020,BH26.0953,000336002001000,4.0,1377777.0,5511108.0,2026-05-13 16:07:08.623010+00:00
506996,67020,BH26.0953,000331002022000,5.0,1799444.0,8997220.0,2026-05-13 16:07:08.623010+00:00
506997,67020,BH26.0953,000225002002000,6.0,1616111.0,9696666.0,2026-05-13 16:07:08.623010+00:00
506998,67021,BH26.0954,000216003008000,1.0,1530555.0,1530555.0,2026-05-13 16:07:08.623010+00:00
506999,67021,BH26.0954,1000400050200000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
507000,67021,BH26.0954,1000400050010000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
507001,67021,BH26.0954,000224002026000,2.0,1555000.0,3110000.0,2026-05-13 16:07:08.623010+00:00
507002,67021,BH26.0954,000224002015000,2.0,1555000.0,3110000.0,2026-05-13 16:07:08.623010+00:00
507003,67021,BH26.0954,000217003001000,4.0,1591666.0,6366664.0,2026-05-13 16:07:08.623010+00:00
507004,67021,BH26.0954,000217003008000,8.0,1591666.0,12733328.0,2026-05-13 16:07:08.623010+00:00
507005,67021,BH26.0954,000216003001000,10.0,1530555.0,15305550.0,2026-05-13 16:07:08.623010+00:00
507006,67021,BH26.0954,000208002023000,3.0,1408333.0,4224999.0,2026-05-13 16:07:08.623010+00:00
507007,67021,BH26.0954,000208002003000,1.0,1408333.0,1408333.0,2026-05-13 16:07:08.623010+00:00
507008,67021,BH26.0954,000224002023000,7.0,1555000.0,10885000.0,2026-05-13 16:07:08.623010+00:00
507009,67021,BH26.0954,100029005080000,2.0,2960555.0,5921110.0,2026-05-13 16:07:08.623010+00:00
507010,67021,BH26.0954,000125002023000,1.0,1310555.0,1310555.0,2026-05-13 16:07:08.623010+00:00
507011,67021,BH26.0954,000331002001000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
507012,67021,BH26.0954,000217003001000,2.0,1591666.0,3183332.0,2026-05-13 16:07:08.623010+00:00
507013,67021,BH26.0954,000216003008000,1.0,1530555.0,1530555.0,2026-05-13 16:07:08.623010+00:00
507014,67021,BH26.0954,1000240020220000,3.0,943888.0,2831664.0,2026-05-13 16:07:08.623010+00:00
507015,67022,BH26.0955,000207004000000,6.0,1530555.0,9183330.0,2026-05-13 16:07:08.623010+00:00
507016,67022,BH26.0955,000215004000000,3.0,1591666.0,4774998.0,2026-05-13 16:07:08.623010+00:00
507017,67022,BH26.0955,100029005080000,2.0,2960555.0,5921110.0,2026-05-13 16:07:08.623010+00:00
507018,67022,BH26.0955,000333002001002,2.0,2294444.0,4588888.0,2026-05-13 16:07:08.623010+00:00
507019,67022,BH26.0955,000230002023000,5.0,1799444.0,8997220.0,2026-05-13 16:07:08.623010+00:00
507020,67022,BH26.0955,000225002015000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
507021,67022,BH26.0955,000333002008000,2.0,2294444.0,4588888.0,2026-05-13 16:07:08.623010+00:00
507022,67022,BH26.0955,000217003001000,3.0,1591666.0,4774998.0,2026-05-13 16:07:08.623010+00:00
507023,67022,BH26.0955,000224002026000,5.0,1555000.0,7775000.0,2026-05-13 16:07:08.623010+00:00
507024,67022,BH26.0955,000125002023000,2.0,1310555.0,2621110.0,2026-05-13 16:07:08.623010+00:00
507025,67022,BH26.0955,000337002001000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
507026,67022,BH26.0955,000208002023000,6.0,1408333.0,8449998.0,2026-05-13 16:07:08.623010+00:00
507027,67022,BH26.0955,000224002023000,5.0,1555000.0,7775000.0,2026-05-13 16:07:08.623010+00:00
507028,67022,BH26.0955,000224002002000,5.0,1555000.0,7775000.0,2026-05-13 16:07:08.623010+00:00
507029,67022,BH26.0955,000224002015000,3.0,1555000.0,4665000.0,2026-05-13 16:07:08.623010+00:00
507030,67022,BH26.0955,000225002023000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
507031,67022,BH26.0955,000225002002000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
507032,67022,BH26.0955,000225002015000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
507033,67022,BH26.0955,000209002025000,5.0,1469444.0,7347220.0,2026-05-13 16:07:08.623010+00:00
507034,67022,BH26.0955,000209002003000,5.0,1469444.0,7347220.0,2026-05-13 16:07:08.623010+00:00
507035,67022,BH26.0955,1000320050020000,1.0,2960555.0,2960555.0,2026-05-13 16:07:08.623010+00:00
507036,67023,BH26.0956,000337002001000,9.0,1622222.0,14599998.0,2026-05-13 16:07:08.623010+00:00
507037,67023,BH26.0956,000125002009000,5.0,1310555.0,6552775.0,2026-05-13 16:07:08.623010+00:00
507038,67023,BH26.0956,1000270020150000,5.0,943888.0,4719440.0,2026-05-13 16:07:08.623010+00:00
507039,67023,BH26.0956,1000240020090000,10.0,943888.0,9438880.0,2026-05-13 16:07:08.623010+00:00
507040,67023,BH26.0956,000337002001000,1.0,1622222.0,1622222.0,2026-05-13 16:07:08.623010+00:00
507041,67023,BH26.0956,000336002001000,5.0,1377777.0,6888885.0,2026-05-13 16:07:08.623010+00:00
507042,67023,BH26.0956,000125002009000,5.0,1310555.0,6552775.0,2026-05-13 16:07:08.623010+00:00
507043,67024,BH26.0957,1000400050200000,2.0,2960555.0,5921110.0,2026-05-13 16:07:08.623010+00:00
507044,67024,BH26.0957,1000400050020000,3.0,2960555.0,8881665.0,2026-05-13 16:07:08.623010+00:00
507045,67024,BH26.0957,1000400050010000,5.0,2960555.0,14802775.0,2026-05-13 16:07:08.623010+00:00
507046,67024,BH26.0957,1000320050200000,3.0,2960555.0,8881665.0,2026-05-13 16:07:08.623010+00:00
507047,67024,BH26.0957,1000320050020000,2.0,2960555.0,5921110.0,2026-05-13 16:07:08.623010+00:00
507048,67024,BH26.0957,000230002023000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
507049,67024,BH26.0957,000230002009000,1.0,1799444.0,1799444.0,2026-05-13 16:07:08.623010+00:00
507050,67024,BH26.0957,000217002001000,1.0,1469444.0,1469444.0,2026-05-13 16:07:08.623010+00:00
507051,67024,BH26.0957,000217002007000,2.0,1469444.0,2938888.0,2026-05-13 16:07:08.623010+00:00
507052,67024,BH26.0957,000225002023000,5.0,1616111.0,8080555.0,2026-05-13 16:07:08.623010+00:00
507053,67024,BH26.0957,000225002002000,2.0,1616111.0,3232222.0,2026-05-13 16:07:08.623010+00:00
507054,67024,BH26.0957,000225002015000,1.0,1616111.0,1616111.0,2026-05-13 16:07:08.623010+00:00
