order_id,so_number,invoice_symbol,invoice_number,order_date,customer_code,total_amount,total_quantity,line_count,fiscal_year,fiscal_month,fiscal_quarter,created_at
67142,BH26.1075,,,2026-03-06,KH-00458,24491655.0,17,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67143,BH26.1076,,,2026-03-06,KH-00074,10719996.0,9,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67144,BH26.1077,,,2026-03-06,KH-00374,88362000.0,67,19,2026,3,1,2026-05-13 16:07:07.428317+00:00
67145,BH26.1078,,,2026-03-06,KH-00498,31235550.0,16,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67146,BH26.1079,,,2026-03-06,KH-00524,30223882.0,17,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67147,BH26.1080,,,2026-03-06,KH-00065,25483694.0,20,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67148,BH26.1081,,,2026-03-06,KH-00453,39727771.0,24,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67149,BH26.1082,,,2026-03-06,KH-00488,66669900.0,41,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67150,BH26.1083,,,2026-03-06,KH-00165,15618696.0,13,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67151,BH26.1084,,,2026-03-06,KH-00513,20507958.0,13,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67152,BH26.1085,,,2026-03-06,KH-00414,16588884.0,10,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67153,BH26.1086,,,2026-03-06,KH-00103,3416667.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67154,BH26.1087,,,2026-03-07,KH-00006,11977776.0,6,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67155,BH26.1088,,,2026-03-07,KH-00006,30892681.0,15,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67156,BH26.1089,,,2026-03-07,KH-00006,2131759.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67157,BH26.1090,,,2026-03-07,KH-00192,40515550.0,26,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67158,BH26.1091,,,2026-03-07,KH-00377,63447949.0,36,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67159,BH26.1092,,,2026-03-07,KH-00471,40283503.0,31,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67160,BH26.1093,,,2026-03-07,KH-00646,82839979.0,50,20,2026,3,1,2026-05-13 16:07:07.428317+00:00
67161,BH26.1094,,,2026-03-07,KH-00015,10879630.0,5,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67162,BH26.1095,,,2026-03-07,KH-00091,175945000.0,144,48,2026,3,1,2026-05-13 16:07:07.428317+00:00
67163,BH26.1096,,,2026-03-07,KH-00481,92439984.0,54,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67164,BH26.1097,,,2026-03-07,KH-00434,34779987.0,25,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67165,BH26.1098,,,2026-03-07,KH-00570,41743883.0,26,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67166,BH26.1099,,,2026-03-07,KH-00546,1683333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67167,BH26.1100,,,2026-03-07,KH-00446,15737955.0,15,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67168,BH26.1101,,,2026-03-07,KH-00397,38639431.0,27,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67169,BH26.1102,,,2026-03-07,KH-00533,33591660.0,15,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67170,BH26.1103,,,2026-03-07,KH-00344,121476643.0,44,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67171,BH26.1104,,,2026-03-07,KH-00347,35483047.0,23,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67172,BH26.1105,,,2026-03-07,KH-00511,30359342.0,22,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67173,BH26.1106,,,2026-03-07,KH-00137,17994440.0,10,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67174,BH26.1107,,,2026-03-07,KH-00507,77210535.0,45,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67175,BH26.1108,,,2026-03-07,KH-00404,93094332.0,59,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67176,BH26.1109,,,2026-03-07,KH-00564,105724969.0,56,25,2026,3,1,2026-05-13 16:07:07.428317+00:00
67177,BH26.1110,,,2026-03-07,KH-00386,59916005.0,39,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67178,BH26.1111,,,2026-03-07,KH-00147,74766834.0,50,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67179,BH26.1112,,,2026-03-07,KH-00497,44068322.0,29,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67180,BH26.1113,,,2026-03-07,KH-00502,33504994.0,19,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67181,BH26.1114,,,2026-03-07,KH-00042,51256747.0,32,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67182,BH26.1115,,,2026-03-07,KH-00431,30660365.0,18,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67183,BH26.1116,,,2026-03-07,KH-00231,1652777.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67184,BH26.1117,,,2026-03-07,KH-00231,69353319.0,34,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67185,BH26.1118,,,2026-03-07,KH-00016,11699070.0,10,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67186,BH26.1119,,,2026-03-07,KH-00549,18998326.0,15,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67187,BH26.1120,,,2026-03-07,KH-00512,66217764.0,30,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67188,BH26.1121,,,2026-03-07,KH-00408,101464614.0,39,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67189,BH26.1122,,,2026-03-07,KH-00200,23964995.0,10,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67190,BH26.1123,,,2026-03-07,KH-00585,33907677.0,26,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67191,BH26.1124,,,2026-03-07,KH-00298,2583333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67192,BH26.1125,,,2026-03-08,KH-00157,2861111.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67193,BH26.1126,,,2026-03-09,KH-00014,93426645.0,58,27,2026,3,1,2026-05-13 16:07:07.428317+00:00
67194,BH26.1127,,,2026-03-09,KH-00010,28489441.0,13,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67195,BH26.1128,,,2026-03-09,KH-00010,53471283.0,36,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67196,BH26.1129,,,2026-03-09,KH-00145,68224437.0,44,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67197,BH26.1130,,,2026-03-09,KH-00346,229925494.0,128,47,2026,3,1,2026-05-13 16:07:07.428317+00:00
67198,BH26.1131,,,2026-03-09,KH-00346,184852746.0,85,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67199,BH26.1132,,,2026-03-09,KH-00387,74939421.0,51,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67200,BH26.1133,,,2026-03-09,KH-00562,40468877.0,30,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67201,BH26.1134,,,2026-03-09,KH-00392,37348325.0,21,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67202,BH26.1135,,,2026-03-09,KH-00242,2583333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67203,BH26.1136,,,2026-03-09,KH-00501,88749979.0,40,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67204,BH26.1137,,,2026-03-09,KH-00004,93239694.0,63,19,2026,3,1,2026-05-13 16:07:07.428317+00:00
67205,BH26.1138,,,2026-03-09,KH-00134,56549794.0,37,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67206,BH26.1139,,,2026-03-09,KH-00495,38548883.0,22,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67207,BH26.1140,,,2026-03-09,KH-00697,39902490.0,28,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67208,BH26.1141,,,2026-03-09,KH-00560,39587768.0,22,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67209,BH26.1142,,,2026-03-09,KH-00490,21016109.0,11,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67210,BH26.1143,,,2026-03-09,KH-00523,20191107.0,11,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67211,BH26.1144,,,2026-03-09,KH-00444,40466658.0,26,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67212,BH26.1145,,,2026-03-09,KH-00353,32539439.0,19,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67213,BH26.1146,,,2026-03-09,KH-00649,25583328.0,14,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67214,BH26.1147,,,2026-03-09,KH-00450,23873515.0,15,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67215,BH26.1148,,,2026-03-09,KH-00036,21107219.0,13,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67216,BH26.1149,,,2026-03-09,KH-00194,146029408.0,84,40,2026,3,1,2026-05-13 16:07:07.428317+00:00
67217,BH26.1150,,,2026-03-09,KH-00426,86580078.0,50,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67218,BH26.1151,,,2026-03-09,KH-00364,90709518.0,54,18,2026,3,1,2026-05-13 16:07:07.428317+00:00
67219,BH26.1152,,,2026-03-09,KH-00440,79613319.0,41,21,2026,3,1,2026-05-13 16:07:07.428317+00:00
67220,BH26.1153,,,2026-03-09,KH-00385,57074435.0,34,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67221,BH26.1154,,,2026-03-09,KH-00354,60828326.0,28,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67222,BH26.1155,,,2026-03-09,KH-00528,74209336.0,34,21,2026,3,1,2026-05-13 16:07:07.428317+00:00
67223,BH26.1156,,,2026-03-09,KH-00486,63009430.0,41,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67224,BH26.1157,,,2026-03-09,KH-00509,31283326.0,20,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
