fact_id,order_date,fiscal_year,fiscal_quarter,fiscal_month,week_of_year,so_number,order_id,line_id,customer_code,customer_name,province_id,province_name,region,product_code,product_name,color,line_id_fk,line_name,group_code,group_name,quantity,unit_price,line_total,customer_code_final,customer_name_final,customer_mapping_status,province_name_final,region_final,geo_mapping_status,line_name_final,group_code_final,group_name_final,product_classification_status,product_classification_confidence,product_classification_rule
492401,2026-03-01,2026,1,3,9,BH26.0939,67006,506812,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000224002023000,Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.0,1555000.0,1555000.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe New 24,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492402,2026-03-01,2026,1,3,9,BH26.0939,67006,506813,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000225002023000,Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.0,1616111.0,1616111.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe New 26,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492403,2026-03-01,2026,1,3,9,BH26.0939,67006,506814,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000230002009000,Xe đạp Thống Nhất LD 26 Pastel Hồng,Hồng,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1799444.0,1799444.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.95,NAME_PATTERN_MATCH
492404,2026-03-01,2026,1,3,9,BH26.0939,67006,506815,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000230002013000,Xe đạp Thống Nhất LD 26 Pastel Xanh,Pastel Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1799444.0,3598888.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.95,NAME_PATTERN_MATCH
492405,2026-03-01,2026,1,3,9,BH26.0939,67006,506816,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000230002023000,Xe đạp Thống Nhất LD 26 Kem,Kem,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,3.0,1799444.0,5398332.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe LD 26,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492406,2026-03-01,2026,1,3,9,BH26.0939,67006,506817,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000217003001000,Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.0,1591666.0,1591666.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492407,2026-03-01,2026,1,3,9,BH26.0939,67006,506818,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3.0,1591666.0,4774998.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492408,2026-03-01,2026,1,3,9,BH26.0939,67006,506819,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.0,1591666.0,1591666.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492409,2026-03-01,2026,1,3,9,BH26.0939,67006,506820,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2.0,1530555.0,3061110.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492410,2026-03-01,2026,1,3,9,BH26.0939,67006,506821,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,52,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1.0,1326851.0,1326851.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492411,2026-03-01,2026,1,3,9,BH26.0939,67006,506822,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000337002001000,Xe đạp Thống Nhất SK 24 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1622222.0,1622222.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492412,2026-03-01,2026,1,3,9,BH26.0939,67006,506823,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1310555.0,2621110.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
492413,2026-03-01,2026,1,3,9,BH26.0939,67006,506824,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1799444.0,1799444.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.95,EXACT_MODEL_MATCH
492414,2026-03-01,2026,1,3,9,BH26.0939,67006,506825,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,943888.0,943888.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492415,2026-03-01,2026,1,3,9,BH26.0939,67006,506826,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.0,943888.0,2831664.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492416,2026-03-01,2026,1,3,9,BH26.0939,67006,506827,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,Ghi,51,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,2.0,1262037.0,2524074.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492417,2026-03-01,2026,1,3,9,BH26.0939,67006,506828,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,52,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,5.0,1326851.0,6634255.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492418,2026-03-01,2026,1,3,9,BH26.0939,67006,506829,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000105002004000,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1132407.0,2264814.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
492419,2026-03-01,2026,1,3,9,BH26.0939,67006,506830,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000105002013000,Xe đạp Thống Nhất Batwheels 12 Xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1132407.0,2264814.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
492420,2026-03-01,2026,1,3,9,BH26.0939,67006,506831,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000106002001000,Xe đạp Thống Nhất Batwheels 16 Đen,Đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1262037.0,2524074.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
492421,2026-03-01,2026,1,3,9,BH26.0939,67006,506832,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000106002013000,Xe đạp Thống Nhất Batwheels 16 Xanh,Xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1262037.0,2524074.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
492422,2026-03-01,2026,1,3,9,BH26.0939,67006,506833,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,2.0,1111111.0,2222222.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
492423,2026-03-01,2026,1,3,9,BH26.0939,67006,506834,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,Đỏ tươi,31,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1111111.0,1111111.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
492424,2026-03-01,2026,1,3,9,BH26.0939,67006,506835,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000336002001000,Xe đạp Thống Nhất SK 20 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,2.0,1377777.0,2755554.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492425,2026-03-01,2026,1,3,9,BH26.0939,67006,506836,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,52.0,Thanh Hóa,Miền Trung,000336002022000,Xe đạp Thống Nhất SK 20 xanh,xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1377777.0,1377777.0,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,MAPPED,Thanh Hóa,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492426,2026-03-01,2026,1,3,9,BH26.0940,67007,506837,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.0,1591666.0,1591666.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492427,2026-03-01,2026,1,3,9,BH26.0940,67007,506838,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.0,1530555.0,1530555.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492428,2026-03-01,2026,1,3,9,BH26.0940,67007,506839,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,1.0,1530555.0,1530555.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,MASTER_DATA,,
492429,2026-03-01,2026,1,3,9,BH26.0940,67007,506840,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000331002001000,Xe đạp Thống Nhất MTB 26-02 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1799444.0,1799444.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.95,EXACT_MODEL_MATCH
492430,2026-03-01,2026,1,3,9,BH26.0940,67007,506841,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000337002008000,Xe đạp Thống Nhất SK 24 ghi,ghi,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1622222.0,1622222.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492431,2026-03-01,2026,1,3,9,BH26.0940,67007,506842,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000337002001000,Xe đạp Thống Nhất SK 24 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1622222.0,1622222.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 24,CITYBIKE_P,Xe phổ thông,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492432,2026-03-01,2026,1,3,9,BH26.0940,67007,506843,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000132002022001,Xe đạp Thống Nhất GN 2.0 20 xanh - Superman,Superman,23,Xe GN 06 2.0 20 DC (IP - Bản quyền),KIDBIKE_1,Xe trẻ em nhóm 1,1.0,1310555.0,1310555.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe GN 06 2.0 20 DC (IP - Bản quyền),KIDBIKE_1,Xe trẻ em nhóm 1,MASTER_DATA,,
492433,2026-03-01,2026,1,3,9,BH26.0940,67007,506844,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000336002001000,Xe đạp Thống Nhất SK 20 đen,đen,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1377777.0,1377777.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492434,2026-03-01,2026,1,3,9,BH26.0940,67007,506845,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000336002022000,Xe đạp Thống Nhất SK 20 xanh,xanh,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1377777.0,1377777.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe SK 20,KIDBIKE_1,Xe trẻ em nhóm 1,ENRICHED_APPROVED,0.9,MODEL_GROUP_RULE
492435,2026-03-01,2026,1,3,9,BH26.0940,67007,506846,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,943888.0,1887776.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492436,2026-03-01,2026,1,3,9,BH26.0940,67007,506847,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,943888.0,1887776.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492437,2026-03-01,2026,1,3,9,BH26.0940,67007,506848,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.0,943888.0,1887776.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492438,2026-03-01,2026,1,3,9,BH26.0940,67007,506849,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,42,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.0,882777.0,882777.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,MASTER_DATA,,
492439,2026-03-01,2026,1,3,9,BH26.0940,67007,506850,KH-00450,HỘ KINH DOANH QUANG VINH,51.0,Thanh Hoá,Miền Trung,000102002023000,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,9999,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,1.0,1132407.0,1132407.0,KH-00450,HỘ KINH DOANH QUANG VINH,MAPPED,Thanh Hoá,Miền Trung,MASTER_DATA,Chưa phân loại,UNCLASSIFIED,Chưa phân loại,UNCLASSIFIED_REMAINING,,
